,generic_name,binary_determination,confidence_determination,yes_no_prompts,confidence_prompts,urls
83,AVANAFIL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/fa7d93e3-b69b-4e02-8146-89760cd8e9d6/spl-doc
84,AVAPRITINIB,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/645c887c-8cd4-4623-8da9-ac223d71a8b9/spl-doc
85,AVATROMBOPAG MALEATE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/e2d5960d-6c18-46cc-86bd-089222b09852/spl-doc
86,AXITINIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8a903e31-936e-4ed7-8a59-59f32374f338/spl-doc
87,AZACITIDINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/3495a71a-cc04-4776-851f-f185956f32af/spl-doc
88,AZATHIOPRINE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/606101a0-6244-7eff-e053-2a91aa0acadd/spl-doc
89,AZATHIOPRINE SODIUM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0/spl-doc
90,AZILSARTAN KAMEDOXOMIL,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/52b27c75-9f5a-4816-bafd-dace9d7d2063/spl-doc
91,AZITHROMYCIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5a96f4e1-6b80-42a2-8d85-95a1ff892099/spl-doc
92,AZTREONAM,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9a105eaf-ee77-4016-beeb-d425a5565db2/spl-doc
93,BACLOFEN,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9076d6ce-bbc2-4a9f-9cb9-2de1b675b9aa/spl-doc
94,BALOXAVIR MARBOXIL,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/e49e1a61-1b7c-4be5-ac84-af6240b511e7/spl-doc
95,BALSALAZIDE DISODIUM,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/22f41e83-b9fb-4c9e-8cc3-f457034191a8/spl-doc
96,BARICITINIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/866e9f35-9035-4581-a4b1-75a621ab55cf/spl-doc
97,BARIUM SULFATE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/37bf7f08-5486-e570-7f80-0e0ee5cd33e8/spl-doc
98,BEDAQUILINE FUMARATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1534c9ae-4948-4cf4-9f66-222a99db6d0e/spl-doc
99,BELINOSTAT,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2e8ef36b-71fa-4492-a16f-577d5f7d111d/spl-doc
100,BELUMOSUDIL,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/102e4ef4-7f84-4e34-8df1-479c24d1575d/spl-doc
101,BELZUTIFAN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/13e15ee0-d679-4fa9-9430-e2e2170474da/spl-doc
102,BEMPEDOIC ACID,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/88d06d89-a3da-40b4-b273-8f4f7d56c4c9/spl-doc
103,BENAZEPRIL HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2abb091b-a53e-46b0-9b84-e5ee8f2bdd8e/spl-doc
104,BENDAMUSTINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/085dd54c-4212-d879-afef-ee52732a48c0/spl-doc
105,BENZNIDAZOLE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8983d6a0-f63f-4f8e-bba4-38223f39e29b/spl-doc
106,BENZONATATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/324f65ae-09d1-4bd6-9d2b-593035201ecd/spl-doc
107,BENZPHETAMINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/14d4589d-7f1c-4b6e-9557-59dad39b0960/spl-doc
108,BEROTRALSTAT HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/3527ece1-e7e0-40b1-b0c5-6baeb0deabeb/spl-doc
109,BETAINE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/31a684d0-cd98-4e46-b43a-ccbd17c41559/spl-doc
110,BETHANECHOL CHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/80393410-dd51-4cac-b27c-50ece00cca37/spl-doc
111,BETIATIDE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0ad62039-f848-4f3d-b489-2524e6b6b86e/spl-doc
112,BEXAROTENE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1d056725-0576-4338-8089-6336e768ccdc/spl-doc
113,BICALUTAMIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/7a08d88b-051a-4c16-9560-12685c500c58/spl-doc
114,BICISATE DIHYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f9adbcd5-1ac1-42d8-b18a-a76c9204014c/spl-doc
115,BINIMETINIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/6c3408ac-d401-4925-8a03-26591afbc240/spl-doc
116,BISOPROLOL FUMARATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c8fa858c-7e42-4134-9fc6-604a11a66fe2/spl-doc
117,BIVALIRUDIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1ed8c822-6fe1-49c1-a59f-31a4c72818c8/spl-doc
118,BLEOMYCIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/cccfb763-79fa-4186-89fb-d8d061d3c161/spl-doc
119,BORTEZOMIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/e6718f64-b39e-fcc3-e053-2995a90ab69e/spl-doc
120,BOSENTAN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/749e42fb-2fe0-45dd-9268-b43bb3f4081c/spl-doc
121,BREMELANOTIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8c9607a2-5b57-4a59-b159-cf196deebdd9/spl-doc
122,BREXANOLONE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b40f3b2a-1859-4ed6-8551-444300806d13/spl-doc
