,generic_name,less_determination,binary_determination,no_less_most_prompts,yes_no_prompts,set_id,urls
56,ANAGRELIDE HYDROCHLORIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",cb960074-99c1-4a73-941f-f0644a7ec219,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=cb960074-99c1-4a73-941f-f0644a7ec219&type=display
57,ANASTROZOLE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",acbfaaa9-503c-4691-9828-76a7146ed6de,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=acbfaaa9-503c-4691-9828-76a7146ed6de&type=display
58,ANGIOTENSIN II,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c265d69a-3efe-4107-9a9e-e6fd3d531c48,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c265d69a-3efe-4107-9a9e-e6fd3d531c48&type=display
59,ANIDULAFUNGIN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a88d9010-55fb-4a02-baff-042cd27688ea,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a88d9010-55fb-4a02-baff-042cd27688ea&type=display
60,ANTICOAGULANT SODIUM CITRATE SOLUTION,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",14b238ab-904b-45dc-9eb9-a1074364e089,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=14b238ab-904b-45dc-9eb9-a1074364e089&type=display
61,APALUTAMIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d1cda4f7-cb33-46ea-b9ac-431f6452b1a5,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d1cda4f7-cb33-46ea-b9ac-431f6452b1a5&type=display
62,APIXABAN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e9481622-7cc6-418a-acb6-c5450daae9b0,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e9481622-7cc6-418a-acb6-c5450daae9b0&type=display
63,APOMORPHINE HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3235535d-9ef9-4657-8b2a-176a807d091c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=3235535d-9ef9-4657-8b2a-176a807d091c&type=display
64,APREMILAST,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f6b1f516-4972-4d82-bced-113e47b41cc5,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f6b1f516-4972-4d82-bced-113e47b41cc5&type=display
65,APREPITANT,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4c218d3a-a508-4abc-9ed8-a6e8e191d1b4,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4c218d3a-a508-4abc-9ed8-a6e8e191d1b4&type=display
66,ARGATROBAN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",79eec27d-ac63-4996-8b1a-c2cd52ad2b2c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=79eec27d-ac63-4996-8b1a-c2cd52ad2b2c&type=display
67,ARGININE HYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6accf33f-9841-4327-8923-93c42020ef12,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6accf33f-9841-4327-8923-93c42020ef12&type=display
68,ARIPIPRAZOLE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ee49f3b1-1650-47ff-9fb1-ea53fe0b92b6,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ee49f3b1-1650-47ff-9fb1-ea53fe0b92b6&type=display
69,ARIPIPRAZOLE LAUROXIL,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",17a8d11b-73b0-4833-a0b4-cf1ef85edefb,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=17a8d11b-73b0-4833-a0b4-cf1ef85edefb&type=display
70,ARSENIC TRIOXIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",101fc347-d0ad-4aee-8b06-9feb187fd741,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=101fc347-d0ad-4aee-8b06-9feb187fd741&type=display
71,ASCIMINIB,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e33001e7-3650-42b1-ae56-cddb5c43aa2b,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e33001e7-3650-42b1-ae56-cddb5c43aa2b&type=display
72,ASCORBIC ACID,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",388aad52-fc01-4784-9791-1dbc80c69306,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=388aad52-fc01-4784-9791-1dbc80c69306&type=display
73,ASENAPINE MALEATE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",5429f134-839f-4ffc-9944-55f51238def8,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8&type=display
74,ATAZANAVIR,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",165cff62-b284-4a27-a65d-9ec8a5bfcdd8,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=165cff62-b284-4a27-a65d-9ec8a5bfcdd8&type=display
75,ATENOLOL,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",746db603-a6e1-4dc3-c2d8-92314419098c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=746db603-a6e1-4dc3-c2d8-92314419098c&type=display
76,ATOGEPANT,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8c8ab8f4-32bd-497a-befa-70c8a51d8d52,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=8c8ab8f4-32bd-497a-befa-70c8a51d8d52&type=display
77,ATOMOXETINE HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",309de576-c318-404a-bc15-660c2b1876fb,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb&type=display
78,ATORVASTATIN CALCIUM,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a60cc18b-0631-4cf0-b021-9f52224ece65,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a60cc18b-0631-4cf0-b021-9f52224ece65&type=display
79,ATOVAQUONE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b426b6bf-f07e-4580-97ae-dfca1ddf5b8f,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=b426b6bf-f07e-4580-97ae-dfca1ddf5b8f&type=display
80,ATRACURIUM BESYLATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",de1c2dcd-295b-47ce-b7a1-a8be59939a54,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=de1c2dcd-295b-47ce-b7a1-a8be59939a54&type=display
81,ATROPINE SULFATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d5e07279-48ca-4f83-9633-299e65a7f821,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d5e07279-48ca-4f83-9633-299e65a7f821&type=display
82,AURANOFIN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",43ba3de1-ab2e-06f6-e054-00144ff8d46c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=43ba3de1-ab2e-06f6-e054-00144ff8d46c&type=display
83,AVACOPAN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c93cbc0b-29a3-46a5-9c85-41815ea5cf4a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c93cbc0b-29a3-46a5-9c85-41815ea5cf4a&type=display
84,AVANAFIL,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fa7d93e3-b69b-4e02-8146-89760cd8e9d6,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=fa7d93e3-b69b-4e02-8146-89760cd8e9d6&type=display
